,BTCUSDT,ETHUSDT,BNBUSDT,NEOUSDT,LTCUSDT,QTUMUSDT,ADAUSDT,XRPUSDT,EOSUSDT,IOTAUSDT,XLMUSDT,ONTUSDT,TRXUSDT,ETCUSDT,ICXUSDT,NULSUSDT,VETUSDT,LINKUSDT,WAVESUSDT,ONGUSDT,HOTUSDT,ZILUSDT,ZRXUSDT,FETUSDT,BATUSDT,XMRUSDT,ZECUSDT,IOSTUSDT,CELRUSDT,DASHUSDT,OMGUSDT,THETAUSDT,ENJUSDT,MATICUSDT,ATOMUSDT,TFUELUSDT,ONEUSDT,FTMUSDT,ALGOUSDT,DOGEUSDT,DUSKUSDT,ANKRUSDT,WINUSDT,COSUSDT,MTLUSDT,TOMOUSDT,PERLUSDT,DENTUSDT,DOCKUSDT,WANUSDT,FUNUSDT,CHZUSDT,BANDUSDT,BUSDUSDT,XTZUSDT,RENUSDT,RVNUSDT,HBARUSDT,NKNUSDT,STXUSDT,KAVAUSDT,ARPAUSDT,IOTXUSDT,RLCUSDT,CTXCUSDT,BCHUSDT,TROYUSDT,VITEUSDT
724,50399.66000000,4094.83000000,547.40000000,29.45000000,157.80000000,10.01300000,1.45200000,0.92520000,3.40800000,1.31500000,0.28900000,0.74250000,0.08153000,38.08000000,1.54400000,0.88210000,0.09468000,22.10000000,16.15000000,0.82560000,0.00862400,0.07296000,0.86250000,0.56810000,1.33640000,211.10000000,169.50000000,0.03598000,0.08772000,150.00000000,6.81600000,5.01600000,3.12800000,2.63900000,29.66000000,0.21860000,0.25253000,2.11090000,1.57510000,0.19080000,0.73540000,0.11208000,0.00051770,0.02905000,2.31000000,2.05400000,0.08401000,0.00455000,0.07199000,0.73020000,0.01199000,0.31780000,5.74000000,0.99950000,4.58300000,0.64470000,0.09661000,0.31480000,0.39390000,2.30400000,3.96000000,0.11099000,0.13545000,3.13800000,0.43520000,455.10000000,0.01093800,0.08729000
725,50775.49000000,4063.56000000,546.40000000,29.52000000,155.70000000,9.91300000,1.45500000,0.92000000,3.39500000,1.39070000,0.29140000,0.74800000,0.08149000,37.93000000,1.54300000,0.89320000,0.09447000,22.98000000,16.16000000,0.82830000,0.00868500,0.07669000,0.87870000,0.55880000,1.33680000,217.10000000,167.50000000,0.03772000,0.08723000,149.10000000,6.81400000,5.48300000,3.18900000,2.87600000,32.12000000,0.22950000,0.26584000,2.33770000,1.60640000,0.18980000,0.70680000,0.11316000,0.00050770,0.02786000,2.28900000,2.09400000,0.08772000,0.00467400,0.07446000,0.73000000,0.01234000,0.32960000,5.84500000,0.99950000,4.86400000,0.64200000,0.09821000,0.31840000,0.40400000,2.35100000,4.07100000,0.11292000,0.13967000,3.08900000,0.43060000,451.60000000,0.01100400,0.08876000
726,50701.44000000,4037.23000000,563.70000000,29.58000000,155.90000000,9.99100000,1.51600000,0.92690000,3.39100000,1.37930000,0.29840000,0.75440000,0.08114000,37.62000000,1.55600000,0.89190000,0.09773000,23.02000000,16.48000000,0.82710000,0.00855800,0.07915000,0.87600000,0.56780000,1.38100000,220.70000000,169.50000000,0.03654000,0.08741000,150.90000000,6.87000000,5.48100000,3.08100000,2.72800000,29.71000000,0.22940000,0.26217000,2.19860000,1.66250000,0.18790000,0.88430000,0.11500000,0.00051030,0.02740000,2.33700000,2.10000000,0.09638000,0.00448000,0.07644000,0.72880000,0.01278000,0.33660000,5.87100000,0.99960000,5.10200000,0.62670000,0.11148000,0.31390000,0.40820000,2.61300000,4.14400000,0.11609000,0.14735000,3.39700000,0.41670000,465.30000000,0.01117500,0.09126000
727,47543.74000000,3792.75000000,534.20000000,27.00000000,145.70000000,9.06900000,1.40000000,0.85150000,3.12900000,1.42910000,0.27400000,0.69000000,0.07713000,34.93000000,1.78600000,0.81470000,0.08762000,20.37000000,14.83000000,0.76070000,0.00767700,0.07515000,0.79920000,0.52000000,1.21950000,208.80000000,149.70000000,0.03264000,0.07681000,134.80000000,6.24400000,5.08300000,2.75700000,2.49200000,26.59000000,0.20460000,0.23639000,2.22820000,1.46540000,0.17390000,0.78960000,0.10239000,0.00046600,0.02513000,2.10800000,1.91600000,0.08321000,0.00400700,0.07021000,0.68750000,0.01150000,0.30350000,5.36000000,0.99980000,4.49100000,0.58390000,0.09547000,0.29070000,0.37290000,2.27600000,3.71300000,0.10464000,0.12734000,3.03100000,0.40710000,439.00000000,0.01050600,0.08302000
728,46464.66000000,3630.19000000,514.50000000,26.06000000,145.50000000,8.76900000,1.33200000,0.81710000,3.03100000,1.48200000,0.26690000,0.65730000,0.07650000,34.14000000,1.43700000,0.82700000,0.08258000,19.74000000,14.37000000,0.73750000,0.00741100,0.08008000,0.76010000,0.50040000,1.15080000,214.70000000,146.60000000,0.03186000,0.07287000,133.30000000,5.92500000,4.91300000,2.64800000,2.47400000,27.94000000,0.19180000,0.22528000,2.13620000,1.58270000,0.16800000,0.98190000,0.09942000,0.00046110,0.02549000,2.01500000,1.85000000,0.08072000,0.00396200,0.06707000,0.68000000,0.01175000,0.28710000,5.08600000,0.99990000,4.37300000,0.55580000,0.09306000,0.28260000,0.35850000,2.13400000,3.55500000,0.09861000,0.12167000,3.03300000,0.45070000,430.10000000,0.01064000,0.07993000
729,47120.87000000,3709.27000000,518.50000000,26.14000000,148.00000000,8.82500000,1.35900000,0.83860000,3.07700000,1.42660000,0.26810000,0.66890000,0.07782000,34.59000000,1.26700000,0.82030000,0.08461000,19.93000000,14.69000000,0.75610000,0.00736500,0.07829000,0.79640000,0.49500000,1.18860000,225.40000000,153.70000000,0.03202000,0.07506000,133.10000000,6.06200000,4.81200000,2.64400000,2.55300000,30.16000000,0.19740000,0.22874000,2.10160000,1.73020000,0.17110000,0.94030000,0.10085000,0.00047310,0.02739000,2.06300000,1.91200000,0.08157000,0.00398300,0.06797000,0.71590000,0.01177000,0.28960000,5.13400000,0.99990000,4.34400000,0.55760000,0.09477000,0.29760000,0.37380000,2.20000000,3.79600000,0.09816000,0.12392000,3.08900000,0.52470000,431.70000000,0.01071800,0.08007000
730,46216.93000000,3676.23000000,511.40000000,25.69000000,146.30000000,8.71600000,1.30800000,0.82970000,3.03400000,1.36580000,0.26650000,0.65680000,0.07539000,34.06000000,1.22300000,0.81500000,0.08267000,19.51000000,14.53000000,0.74760000,0.00729900,0.07471000,0.80420000,0.50250000,1.20470000,228.70000000,146.50000000,0.03131000,0.07306000,133.60000000,5.86700000,4.71000000,2.57500000,2.52400000,32.39000000,0.19100000,0.23353000,2.24890000,1.65910000,0.17030000,0.93560000,0.10030000,0.00045390,0.02665000,2.05800000,1.87100000,0.08070000,0.00386800,0.06596000,0.69860000,0.01471000,0.28340000,5.01100000,1.00000000,4.34000000,0.52860000,0.09868000,0.29040000,0.36030000,2.16600000,3.94800000,0.09723000,0.12109000,2.94100000,0.50300000,430.20000000,0.01059400,0.07839000
731,47722.65000000,3765.54000000,527.30000000,26.38000000,150.80000000,8.96100000,1.38000000,0.85070000,3.15700000,1.41100000,0.27650000,0.67540000,0.07660000,34.88000000,1.25300000,0.80850000,0.08658000,20.76000000,15.10000000,0.78530000,0.00744100,0.07665000,0.87480000,0.52310000,1.25600000,250.10000000,150.30000000,0.03273000,0.07902000,138.10000000,6.11500000,4.94200000,2.68300000,2.57200000,36.36000000,0.19790000,0.26794000,2.58380000,1.74140000,0.17320000,1.00260000,0.10329000,0.00046460,0.02715000,2.13300000,1.97800000,0.08233000,0.00401300,0.06829000,0.75100000,0.01356000,0.29510000,5.18300000,0.99980000,4.74600000,0.55840000,0.10700000,0.30030000,0.37950000,2.28500000,4.48300000,0.09998000,0.12810000,3.10300000,0.49710000,444.80000000,0.01088000,0.08125000
732,47286.18000000,3828.27000000,531.00000000,27.01000000,151.20000000,9.23300000,1.37700000,0.85860000,3.25100000,1.37230000,0.29210000,0.70290000,0.07762000,35.41000000,1.26100000,0.79930000,0.08714000,21.87000000,15.38000000,0.82970000,0.00747100,0.07705000,0.88760000,0.56610000,1.29990000,239.70000000,153.00000000,0.03410000,0.07853000,142.00000000,6.28200000,4.88300000,2.85400000,2.55000000,35.53000000,0.20480000,0.29211000,2.48360000,1.67340000,0.17450000,0.94350000,0.11501000,0.00045980,0.02676000,2.22500000,1.99400000,0.08499000,0.00393700,0.06809000,0.72550000,0.01284000,0.31160000,5.28000000,0.99980000,4.65400000,0.56400000,0.10198000,0.31210000,0.38190000,2.39800000,4.28400000,0.10018000,0.12575000,3.20600000,0.47000000,447.70000000,0.01083900,0.08298000
733,46446.10000000,3765.89000000,511.90000000,26.63000000,148.50000000,9.17300000,1.31900000,0.83240000,3.19500000,1.38420000,0.29020000,0.68550000,0.07705000,34.72000000,1.22200000,0.76520000,0.08587000,23.72000000,15.58000000,0.84680000,0.00729100,0.07438000,0.94010000,0.53550000,1.30170000,231.50000000,150.50000000,0.03331000,0.07707000,139.10000000,6.18800000,4.70300000,2.79200000,2.43200000,39.25000000,0.19820000,0.31220000,2.86770000,1.79490000,0.17030000,0.84130000,0.11109000,0.00045010,0.02558000,2.26500000,1.93000000,0.08191000,0.00410500,0.06739000,0.70130000,0.01230000,0.30040000,5.55400000,0.99990000,4.80300000,0.58150000,0.10886000,0.30660000,0.36850000,2.29000000,4.53700000,0.10028000,0.12279000,3.25300000,0.48350000,434.70000000,0.01058000,0.08152000
734,45832.01000000,3785.11000000,506.90000000,26.03000000,146.50000000,9.00800000,1.30900000,0.82280000,3.16800000,1.27880000,0.27910000,0.67310000,0.07592000,34.14000000,1.20600000,0.74330000,0.08590000,23.42000000,15.80000000,0.80910000,0.00721000,0.07112000,0.88880000,0.54130000,1.28250000,222.10000000,147.30000000,0.03265000,0.08097000,134.70000000,6.02600000,4.72400000,2.68800000,2.36500000,42.10000000,0.19300000,0.30284000,2.87770000,1.67250000,0.16840000,0.83810000,0.10986000,0.00044190,0.02528000,2.22800000,1.88700000,0.08260000,0.00392800,0.06631000,0.68290000,0.01192000,0.30250000,5.65900000,1.00010000,5.04300000,0.57850000,0.13316000,0.32500000,0.37710000,2.34200000,5.05000000,0.09915000,0.12170000,3.43200000,0.47040000,427.10000000,0.01067200,0.08209000
735,43451.13000000,3540.63000000,474.10000000,24.44000000,135.40000000,8.23300000,1.23000000,0.77260000,2.89600000,1.17100000,0.26610000,0.62960000,0.07112000,31.94000000,1.09800000,0.68200000,0.08461000,25.24000000,14.39000000,0.74620000,0.00672900,0.06667000,0.82590000,0.56900000,1.17640000,206.50000000,136.80000000,0.02992000,0.07744000,122.60000000,5.56900000,4.41100000,2.44200000,2.18200000,38.66000000,0.18170000,0.27949000,2.93070000,1.55540000,0.15900000,0.73890000,0.10141000,0.00041470,0.02292000,2.07900000,1.70800000,0.07449000,0.00354000,0.06096000,0.63540000,0.01188000,0.27890000,6.24300000,1.00010000,4.50900000,0.51850000,0.11830000,0.28760000,0.33920000,2.23800000,4.39000000,0.09142000,0.11016000,3.10800000,0.43430000,399.40000000,0.01002300,0.07642000
736,43082.31000000,3406.81000000,472.60000000,24.75000000,135.90000000,8.36400000,1.28000000,0.77910000,2.92200000,1.18410000,0.26760000,0.62810000,0.07106000,31.63000000,1.11800000,0.66250000,0.08257000,25.38000000,14.17000000,0.74040000,0.00665200,0.06563000,0.79880000,0.54500000,1.18350000,204.40000000,137.40000000,0.03075000,0.07507000,124.30000000,5.64600000,4.38400000,2.56800000,2.25100000,40.08000000,0.17890000,0.30895000,2.89080000,1.56330000,0.15990000,0.77860000,0.10110000,0.00041390,0.02319000,2.02600000,1.68500000,0.07500000,0.00355600,0.05973000,0.61240000,0.01136000,0.28130000,5.83600000,1.00000000,4.45200000,0.51920000,0.12610000,0.29410000,0.33240000,2.19000000,4.20700000,0.09230000,0.10981000,3.01700000,0.44830000,399.80000000,0.00987900,0.07585000
737,41566.48000000,3199.24000000,448.10000000,23.65000000,131.40000000,7.88300000,1.21000000,0.76340000,2.83900000,1.11440000,0.25690000,0.61480000,0.06820000,30.45000000,1.04900000,0.59540000,0.07861000,25.98000000,13.76000000,0.77100000,0.00627500,0.06332000,0.75260000,0.49510000,1.07680000,194.70000000,139.60000000,0.02910000,0.06890000,134.50000000,5.51100000,4.18900000,2.35300000,2.05300000,38.58000000,0.16750000,0.30274000,2.60310000,1.44580000,0.15500000,0.69830000,0.09445000,0.00039230,0.02134000,1.85700000,1.63000000,0.07036000,0.00339300,0.05518000,0.57160000,0.01087000,0.26410000,5.27400000,1.00010000,4.25300000,0.47040000,0.10873000,0.27290000,0.30790000,2.09500000,4.49200000,0.08557000,0.10199000,2.83200000,0.40690000,385.70000000,0.00909100,0.07104000
738,41679.74000000,3080.95000000,429.90000000,23.07000000,129.40000000,7.59600000,1.18100000,0.74520000,2.75100000,1.07560000,0.25500000,0.58960000,0.06539000,29.35000000,0.98600000,0.67730000,0.07545000,25.32000000,13.76000000,0.72310000,0.00594000,0.06073000,0.70940000,0.47370000,1.02100000,183.90000000,143.60000000,0.02832000,0.06464000,141.90000000,5.36000000,3.97200000,2.25800000,1.98500000,35.87000000,0.16280000,0.30626000,2.28370000,1.38500000,0.15090000,0.63360000,0.09112000,0.00037590,0.02307000,1.88600000,1.55300000,0.06740000,0.00322300,0.05418000,0.55290000,0.01048000,0.25550000,4.93100000,1.00000000,4.00500000,0.44340000,0.09560000,0.26470000,0.29300000,2.04800000,4.70400000,0.08124000,0.10175000,2.75600000,0.39690000,372.90000000,0.00863100,0.06882000
739,41864.62000000,3151.97000000,438.70000000,23.66000000,130.90000000,7.65000000,1.17000000,0.75300000,2.79300000,1.07120000,0.26090000,0.61120000,0.06611000,29.73000000,1.01500000,0.66860000,0.07663000,27.54000000,14.13000000,0.72800000,0.00605600,0.06200000,0.72420000,0.46480000,1.03390000,191.00000000,144.10000000,0.02864000,0.06790000,153.10000000,5.35200000,4.03600000,2.29700000,2.11400000,34.98000000,0.16720000,0.29050000,2.39190000,1.40040000,0.15050000,0.66070000,0.09214000,0.00037930,0.02211000,1.89000000,1.58800000,0.06938000,0.00328400,0.05569000,0.56870000,0.01066000,0.26100000,5.31500000,1.00000000,4.21700000,0.46310000,0.09826000,0.27140000,0.30320000,2.06400000,4.58100000,0.08325000,0.10362000,2.87500000,0.41570000,376.80000000,0.00874900,0.06902000
740,41822.49000000,3082.68000000,424.70000000,22.68000000,126.50000000,7.23700000,1.12300000,0.73990000,2.70200000,1.11150000,0.25290000,0.58810000,0.06342000,28.48000000,0.95000000,0.62150000,0.07302000,27.98000000,13.36000000,0.68970000,0.00578000,0.05892000,0.68840000,0.45080000,0.99810000,182.40000000,141.30000000,0.02761000,0.06352000,148.00000000,5.09400000,3.84000000,2.16700000,2.07100000,37.86000000,0.16170000,0.27486000,2.22380000,1.36230000,0.14310000,0.60170000,0.08691000,0.00036090,0.02036000,1.78500000,1.48600000,0.06489000,0.00311000,0.05220000,0.53130000,0.01035000,0.25100000,5.03200000,0.99990000,4.02600000,0.45360000,0.09064000,0.25940000,0.28100000,1.98200000,4.27600000,0.07928000,0.09841000,2.73900000,0.38990000,363.60000000,0.00802200,0.06673000
741,42729.29000000,3239.72000000,463.60000000,23.82000000,131.60000000,7.51400000,1.18700000,0.77030000,2.76900000,1.14100000,0.26300000,0.61180000,0.06493000,29.66000000,0.97900000,0.63580000,0.07661000,26.59000000,14.11000000,0.70470000,0.00609200,0.06085000,0.71840000,0.46970000,1.05670000,192.90000000,141.30000000,0.02927000,0.06754000,141.70000000,5.32000000,4.09600000,2.31200000,2.36000000,38.70000000,0.17060000,0.30239000,2.58960000,1.44600000,0.15380000,0.68260000,0.09137000,0.00037820,0.02108000,1.86000000,1.52600000,0.06759000,0.00351400,0.05520000,0.55060000,0.01074000,0.26380000,5.14000000,0.99980000,4.16800000,0.45890000,0.09436000,0.27540000,0.29790000,2.09600000,4.85800000,0.08247000,0.10155000,2.80400000,0.39270000,369.80000000,0.00863300,0.06907000
742,43902.66000000,3371.26000000,487.80000000,24.76000000,141.90000000,7.92700000,1.31200000,0.79870000,2.88600000,1.18830000,0.28220000,0.63790000,0.06806000,31.16000000,1.04100000,0.65050000,0.08238000,26.75000000,14.76000000,0.73110000,0.00654200,0.06534000,0.75300000,0.51240000,1.11540000,199.10000000,144.50000000,0.03023000,0.07543000,143.60000000,5.88000000,4.27200000,2.52000000,2.39800000,40.22000000,0.17740000,0.34478000,2.94350000,1.49910000,0.16280000,0.74220000,0.09727000,0.00040670,0.02219000,1.90500000,1.58100000,0.07151000,0.00383200,0.05686000,0.58540000,0.01110000,0.27770000,5.63300000,0.99970000,4.38300000,0.48760000,0.10300000,0.29650000,0.31220000,2.16500000,4.98300000,0.08734000,0.10572000,2.89800000,0.41850000,383.80000000,0.00878400,0.07256000
743,42560.11000000,3240.61000000,475.20000000,23.53000000,136.70000000,7.57600000,1.23300000,0.76800000,2.78900000,1.10860000,0.26930000,0.61160000,0.06620000,30.28000000,1.00000000,0.61380000,0.07777000,24.86000000,14.00000000,0.70060000,0.00610700,0.06371000,0.73750000,0.48610000,1.03830000,223.60000000,143.30000000,0.02912000,0.07864000,141.40000000,5.94700000,3.97900000,2.37900000,2.26500000,37.60000000,0.16930000,0.34965000,3.00810000,1.36150000,0.17170000,0.84020000,0.09204000,0.00038620,0.02090000,1.82300000,1.52400000,0.06695000,0.00379200,0.05464000,0.57640000,0.01229000,0.26400000,5.85500000,0.99980000,4.12000000,0.46730000,0.09502000,0.27810000,0.29710000,2.04600000,4.67500000,0.08271000,0.10018000,2.73500000,0.38290000,377.50000000,0.00835100,0.07037000
744,43059.96000000,3307.42000000,490.00000000,24.86000000,144.70000000,7.82500000,1.29200000,0.77320000,2.86300000,1.12230000,0.26440000,0.62190000,0.06765000,31.97000000,1.03800000,0.61840000,0.07898000,25.72000000,14.17000000,0.71500000,0.00632900,0.06411000,0.74870000,0.50540000,1.05620000,229.80000000,142.40000000,0.02952000,0.08521000,141.10000000,6.03300000,4.13600000,2.40800000,2.33400000,40.42000000,0.17460000,0.35588000,2.95760000,1.38170000,0.18320000,0.96050000,0.09348000,0.00038890,0.02088000,1.85300000,1.53500000,0.06926000,0.00366700,0.05434000,0.57590000,0.01221000,0.26670000,5.70400000,0.99970000,4.28700000,0.46140000,0.10190000,0.28130000,0.29120000,2.08800000,5.47100000,0.08631000,0.10072000,2.77500000,0.38530000,385.60000000,0.00853700,0.06885000
745,43084.29000000,3326.04000000,494.50000000,25.32000000,147.70000000,8.24300000,1.29100000,0.77910000,2.90900000,1.12570000,0.25880000,0.64640000,0.06842000,32.84000000,1.05300000,0.64610000,0.07851000,25.17000000,14.53000000,0.74460000,0.00628300,0.06537000,0.75870000,0.49700000,1.06260000,217.70000000,144.40000000,0.02974000,0.09778000,141.50000000,6.72600000,4.09200000,2.45200000,2.34600000,39.12000000,0.17540000,0.33809000,3.00150000,1.37850000,0.18450000,0.89630000,0.09290000,0.00042330,0.02137000,1.87500000,1.53500000,0.07465000,0.00371300,0.05677000,0.57670000,0.01208000,0.26680000,5.69300000,0.99970000,4.27700000,0.47850000,0.09833000,0.27960000,0.29840000,2.13700000,5.25300000,0.08673000,0.11527000,2.76400000,0.38410000,390.60000000,0.01019500,0.07064000
746,43071.66000000,3346.88000000,498.60000000,25.16000000,146.40000000,8.04400000,1.41000000,0.77840000,2.90300000,1.13730000,0.25890000,0.65020000,0.06988000,32.28000000,1.06200000,0.60850000,0.07844000,25.50000000,14.29000000,0.79570000,0.00637600,0.06477000,0.76510000,0.48340000,1.05650000,224.10000000,141.20000000,0.02999000,0.09240000,137.40000000,6.58500000,4.20500000,2.50800000,2.33200000,43.65000000,0.18010000,0.35033000,3.30920000,1.42900000,0.17660000,1.03150000,0.09256000,0.00041720,0.02114000,1.91000000,1.56400000,0.07351000,0.00379300,0.05662000,0.56270000,0.01183000,0.26950000,5.68000000,0.99960000,4.29000000,0.47090000,0.09610000,0.27890000,0.29730000,2.13100000,5.62300000,0.08571000,0.11176000,2.70300000,0.38180000,388.10000000,0.00941900,0.07125000
747,42201.62000000,3209.67000000,475.20000000,23.95000000,151.20000000,7.68200000,1.60300000,0.76170000,2.83300000,1.16160000,0.25590000,0.62240000,0.07085000,30.98000000,0.98900000,0.54810000,0.07519000,23.79000000,13.73000000,0.74220000,0.00598300,0.06193000,0.72660000,0.46350000,1.01410000,214.40000000,138.90000000,0.02855000,0.08469000,135.80000000,6.25500000,3.95700000,2.32400000,2.21900000,39.13000000,0.17540000,0.31657000,2.92210000,1.34130000,0.17080000,0.94320000,0.08890000,0.00040760,0.01999000,1.82900000,1.48600000,0.07077000,0.00357700,0.05472000,0.54470000,0.01150000,0.25680000,5.29900000,0.99980000,4.05000000,0.44530000,0.09011000,0.26990000,0.28260000,2.07400000,5.31800000,0.08243000,0.10777000,2.59900000,0.35000000,380.60000000,0.00865200,0.06877000
748,42352.12000000,3159.85000000,471.40000000,25.42000000,141.50000000,7.84900000,1.45800000,0.75090000,2.82500000,1.10150000,0.25410000,0.61560000,0.06846000,32.66000000,0.96100000,0.54700000,0.07414000,22.96000000,13.58000000,0.71600000,0.00592800,0.06111000,0.72000000,0.47220000,1.00520000,204.10000000,131.80000000,0.02827000,0.08120000,130.60000000,5.92700000,4.21400000,2.27300000,2.12100000,38.24000000,0.18560000,0.31784000,2.95250000,1.31690000,0.16510000,0.91540000,0.08831000,0.00040510,0.01982000,1.79400000,1.46000000,0.07018000,0.00371300,0.05408000,0.54100000,0.01165000,0.25900000,5.05600000,0.99970000,4.11200000,0.42480000,0.08790000,0.26570000,0.28360000,2.33000000,5.02600000,0.08088000,0.11569000,2.55900000,0.33540000,381.40000000,0.00868100,0.06581000
749,41660.01000000,3084.02000000,461.90000000,23.83000000,136.20000000,7.39700000,1.33700000,0.73810000,2.73900000,1.04920000,0.24540000,0.59320000,0.06915000,31.30000000,0.92100000,0.52580000,0.07073000,21.55000000,13.18000000,0.69270000,0.00570900,0.05911000,0.68520000,0.46340000,0.95460000,201.40000000,125.90000000,0.02736000,0.07439000,126.70000000,5.43900000,4.33400000,2.21900000,2.03000000,37.02000000,0.19860000,0.28332000,2.76980000,1.26550000,0.16150000,0.84660000,0.08457000,0.00039480,0.01946000,1.70900000,1.41100000,0.06591000,0.00351000,0.05729000,0.54370000,0.01135000,0.24620000,4.90400000,0.99970000,3.87800000,0.41520000,0.08334000,0.26720000,0.27150000,2.05900000,4.49800000,0.07738000,0.10661000,2.47200000,0.35510000,368.90000000,0.00830000,0.06493000
750,40680.91000000,3001.48000000,440.20000000,22.71000000,129.70000000,7.05600000,1.25900000,0.71990000,2.63600000,1.01730000,0.23150000,0.56940000,0.06773000,29.35000000,0.88100000,0.50350000,0.06760000,20.17000000,12.59000000,0.67030000,0.00544200,0.05697000,0.65520000,0.46070000,0.90860000,188.60000000,118.80000000,0.02581000,0.06854000,121.20000000,5.21500000,4.09300000,2.10900000,1.96000000,38.98000000,0.18090000,0.26128000,2.68800000,1.16160000,0.15530000,0.75700000,0.08162000,0.00038090,0.01852000,1.67900000,1.36400000,0.06231000,0.00325000,0.05303000,0.52840000,0.01237000,0.23440000,4.67200000,0.99980000,3.70200000,0.40010000,0.07868000,0.25980000,0.25390000,1.92000000,4.09500000,0.07367000,0.09959000,2.34400000,0.33310000,357.50000000,0.00809300,0.06397000
751,36445.31000000,2568.15000000,383.90000000,19.56000000,114.50000000,6.13600000,1.12000000,0.63680000,2.37000000,0.85700000,0.20280000,0.49560000,0.06103000,25.91000000,0.75400000,0.39310000,0.05746000,17.42000000,10.68000000,0.58310000,0.00461000,0.04846000,0.55890000,0.37710000,0.80900000,173.00000000,102.30000000,0.02306000,0.06374000,105.70000000,4.71500000,3.41100000,1.73200000,1.69900000,34.61000000,0.15450000,0.21455000,2.27300000,1.03070000,0.14190000,0.63650000,0.07276000,0.00032750,0.01588000,1.44500000,1.22100000,0.05188000,0.00277400,0.04398000,0.43510000,0.01041000,0.19810000,3.96000000,0.99970000,3.33500000,0.34000000,0.06724000,0.23430000,0.21650000,1.66700000,3.78100000,0.06185000,0.08424000,2.00200000,0.28850000,314.90000000,0.00659100,0.05311000
752,35071.42000000,2412.18000000,358.30000000,17.84000000,108.40000000,5.58900000,1.07100000,0.59660000,2.22200000,0.78000000,0.19240000,0.45480000,0.05680000,24.20000000,0.68300000,0.35580000,0.05163000,15.85000000,8.96000000,0.70620000,0.00434400,0.04279000,0.51920000,0.33510000,0.71760000,152.20000000,94.60000000,0.02114000,0.05272000,97.00000000,4.24700000,2.75800000,1.50800000,1.53600000,29.24000000,0.13260000,0.19330000,1.96640000,0.95140000,0.13320000,0.54820000,0.06259000,0.00030270,0.01380000,1.36600000,1.12100000,0.04551000,0.00250100,0.04056000,0.41220000,0.01008000,0.17620000,3.49300000,1.00000000,2.95800000,0.28590000,0.06170000,0.22200000,0.19430000,1.40900000,3.25600000,0.05439000,0.07199000,1.77800000,0.26720000,291.80000000,0.00597000,0.04939000
753,36244.55000000,2539.01000000,383.90000000,18.61000000,112.30000000,5.81500000,1.12400000,0.62830000,2.27300000,0.81560000,0.20090000,0.47010000,0.05752000,25.13000000,0.70400000,0.36090000,0.05314000,16.64000000,9.22000000,0.67770000,0.00452900,0.04436000,0.54400000,0.35540000,0.76070000,157.00000000,97.50000000,0.02262000,0.05256000,99.60000000,4.42700000,2.78400000,1.61300000,1.61700000,34.61000000,0.14010000,0.20596000,2.27680000,0.98900000,0.14180000,0.60900000,0.06501000,0.00030370,0.01451000,1.42100000,1.15900000,0.04696000,0.00254700,0.04168000,0.41000000,0.01104000,0.18520000,3.58200000,0.99990000,3.07900000,0.29610000,0.06543000,0.22250000,0.19690000,1.46600000,3.38700000,0.05744000,0.07559000,1.82300000,0.30240000,302.50000000,0.00639500,0.05009000
754,36660.35000000,2439.29000000,371.30000000,18.11000000,109.50000000,5.46400000,1.06500000,0.61180000,2.19900000,0.79060000,0.19780000,0.44580000,0.05506000,24.11000000,0.66500000,0.38000000,0.05142000,15.58000000,8.53000000,0.62520000,0.00452000,0.04229000,0.50360000,0.32690000,0.74990000,146.70000000,94.40000000,0.02175000,0.04989000,90.50000000,4.11700000,2.59700000,1.50300000,1.50600000,36.02000000,0.13110000,0.19113000,2.25670000,0.91250000,0.13730000,0.57320000,0.06253000,0.00029010,0.01396000,1.47400000,1.06900000,0.04588000,0.00247100,0.04319000,0.39820000,0.01007000,0.17530000,3.35400000,0.99970000,2.96800000,0.27860000,0.06227000,0.20640000,0.18870000,1.35700000,3.22700000,0.05571000,0.07012000,1.75500000,0.29180000,292.30000000,0.00617300,0.04890000
755,36958.32000000,2458.83000000,385.10000000,18.24000000,107.80000000,5.54200000,1.04300000,0.61800000,2.22300000,0.81030000,0.19660000,0.45240000,0.05588000,24.03000000,0.68200000,0.36040000,0.05363000,15.49000000,8.39000000,0.60790000,0.00433200,0.04491000,0.51960000,0.32410000,0.79420000,144.80000000,90.30000000,0.02198000,0.05031000,89.40000000,4.21200000,2.60500000,1.53200000,1.55900000,35.87000000,0.12870000,0.19092000,2.38280000,0.92240000,0.14270000,0.55410000,0.06358000,0.00028960,0.01390000,1.42500000,1.11400000,0.04716000,0.00250900,0.04337000,0.39620000,0.01005000,0.17180000,3.50100000,0.99960000,2.92000000,0.31050000,0.06338000,0.21140000,0.19210000,1.35600000,3.18100000,0.05665000,0.07207000,1.77000000,0.29420000,291.60000000,0.00608400,0.04914000
